Target_1,Output_1,Target_2,Output_2,Target_3,Output_3,Target_4,Output_4,Target_5,Output_5,Target_6,Output_6,Target_7,Output_7,Target_8,Output_8,Target_9,Output_9,Target_10,Output_10,Target_11,Output_11
85,4,162,144,254,221,346,294,346,331,438,427,530,533,607,629,699,665,750,724,750,724
183,110,349,270,547,306,745,379,745,396,943,407,1141,1149,1307,1211,1505,1374,1600,1500,1600,1515
183,102,349,380,547,576,745,724,745,804,943,969,1141,1142,1307,1284,1505,1448,1600,1579,1600,1579
183,208,349,438,547,579,745,709,745,785,943,927,1141,1064,1307,1230,1505,1397,1600,1566,1600,1575
183,73,349,335,547,486,745,699,745,772,943,933,1141,1115,1307,1274,1505,1586,1600,1664,1600,1664
108,62,206,216,323,253,440,350,440,387,557,576,674,600,772,713,889,789,950,838,950,856
108,36,206,265,323,398,440,512,440,549,557,594,674,631,772,730,889,833,950,931,950,935
108,39,206,230,323,339,440,449,440,495,557,577,674,685,772,708,889,864,950,932,950,941
115,3,219,154,343,248,467,332,467,340,591,440,715,511,819,608,943,708,1000,750,1000,750
171,111,326,266,511,485,696,741,696,749,881,898,1066,1010,1221,1150,1406,1348,1500,1372,1500,1372
171,134,326,477,511,709,696,944,696,1085,881,1330,1066,1610,1221,1863,1406,2063,1500,2311,1500,2334
137,33,261,237,409,321,557,352,557,393,705,510,853,640,977,771,1125,921,1200,1035,1200,1043
74,56,141,160,221,261,301,341,301,401,381,520,461,610,528,714,608,764,650,764,650,764
74,40,141,109,221,145,301,201,301,221,381,289,461,378,528,501,608,576,650,652,650,652
74,68,141,156,221,227,301,312,301,353,381,410,461,480,528,562,608,636,650,697,650,697
74,43,141,108,221,148,301,179,301,185,381,187,461,205,528,240,608,275,650,339,650,339
119,42,227,80,356,132,485,174,485,192,614,234,743,275,851,317,980,352,1050,389,1050,389
342,279,653,587,1023,757,1393,1283,1393,1298,1763,1426,2133,1609,2444,1740,2814,1882,3000,1952,3000,1952
342,293,653,665,1023,958,1393,1172,1393,1304,1763,1594,2133,1859,2444,2094,2814,2330,3000,2573,3000,2597
342,270,653,513,1023,802,1393,1271,1393,1443,1763,1715,2133,2003,2444,2221,2814,2514,3000,2784,3000,2825
228,265,435,518,682,748,929,944,929,1018,1176,1268,1423,1494,1630,1701,1877,1925,2000,2010,2000,2010
228,264,435,471,682,707,929,915,929,1021,1176,1260,1423,1496,1630,1738,1877,1995,2000,2094,2000,2094
228,330,435,440,682,750,929,950,929,1008,1176,1220,1423,1460,1630,1660,1877,1919,2000,2050,2000,2050
228,138,435,405,682,633,929,901,929,933,1176,1140,1423,1364,1630,1601,1877,1916,2000,1982,2000,1982
228,233,435,393,682,615,929,910,929,979,1176,1138,1423,1416,1630,1574,1877,1926,2000,2036,2000,2036
228,102,435,275,682,560,929,726,929,899,1176,1174,1423,1453,1630,1726,1877,2068,2000,2377,2000,2377
228,114,435,383,682,558,929,805,929,976,1176,1052,1423,1299,1630,1617,1877,1850,2000,1850,2000,1850
171,101,326,204,511,263,696,344,696,381,881,467,1066,539,1221,632,1406,1072,1500,1072,1500,1072
171,70,326,167,511,306,696,391,696,400,881,534,1066,683,1221,764,1406,845,1500,854,1500,854
137,171,261,259,409,402,557,559,557,634,705,747,853,786,977,970,1125,1083,1200,1220,1200,1220
137,108,261,183,409,243,557,283,557,306,705,316,853,747,977,802,1125,838,1200,860,1200,860
137,171,261,244,409,366,557,506,557,512,705,587,853,636,977,840,1125,895,1200,954,1200,994
137,108,261,226,409,352,557,476,557,509,705,579,853,715,977,815,1125,926,1200,1002,1200,1008
119,133,227,228,356,365,485,442,485,513,614,640,743,750,851,871,980,981,1050,1050,1050,1050
119,117,227,236,356,348,485,447,485,479,614,612,743,711,851,868,980,1009,1050,1081,1050,1081
171,169,326,384,511,533,696,683,696,745,881,923,1066,1055,1221,1179,1406,1269,1500,1288,1500,1312
171,195,326,329,511,457,696,603,696,721,881,891,1066,1065,1221,1185,1406,1284,1500,1481,1500,1481
171,169,326,303,511,533,696,623,696,733,881,886,1066,1044,1221,1195,1406,1325,1500,1444,1500,1452
171,195,326,299,511,457,696,603,696,656,881,751,1066,819,1221,1195,1406,1333,1500,1448,1500,1473
103,83,196,172,307,273,418,403,418,425,529,485,640,632,733,744,844,842,900,892,900,892
63,97,120,157,188,241,256,316,256,334,324,422,392,505,449,543,517,609,550,647,550,647
63,64,120,135,188,212,256,291,256,312,324,377,392,404,449,488,517,534,550,534,550,534
63,97,120,129,188,188,256,257,256,269,324,335,392,399,449,458,517,519,550,537,550,537
63,64,120,105,188,154,256,233,256,256,324,286,392,363,449,430,517,471,550,517,550,517
160,79,305,275,478,458,651,606,651,680,824,792,997,940,1142,1022,1315,1145,1400,1217,1400,1217
160,136,305,321,478,479,651,634,651,656,824,812,997,968,1142,1133,1315,1273,1400,1392,1400,1392
108,99,205,195,322,291,439,414,439,425,556,534,673,660,770,772,887,900,1000,980,1000,980
108,93,205,203,322,302,439,412,439,420,556,539,673,674,770,772,887,897,1000,917,1000,917
108,57,205,197,322,311,439,417,439,418,556,543,673,670,770,747,887,897,1000,960,1000,960
268,275,510,566,801,817,1092,1072,1092,1112,1383,1436,1674,1649,1916,1923,2207,2324,2500,2407,2500,2407
268,217,510,518,801,816,1092,1095,1092,1152,1383,1412,1674,1713,1916,1872,2207,2355,2500,2528,2500,2528
268,246,510,536,801,866,1092,1121,1092,1179,1383,1445,1674,1772,1916,2043,2207,2215,2500,2325,2500,2325
150,135,285,377,448,470,611,616,611,660,774,798,937,940,1072,1103,1235,1245,1400,1374,1400,1374
214,178,408,390,641,614,874,862,874,903,1107,1123,1340,1308,1534,1529,1767,1753,2000,1899,2000,1927
214,165,408,391,641,623,874,858,874,870,1107,1057,1340,1306,1534,1507,1767,1718,2000,1773,2000,1773
214,160,408,359,641,582,874,850,874,1001,1107,1108,1340,1282,1534,1485,1767,1800,2000,1900,2000,1900
162,150,307,299,484,519,661,691,661,727,838,907,1015,1053,1160,1243,1337,1362,1500,1408,1500,1408
162,159,307,288,484,476,661,630,661,656,838,849,1015,1009,1160,1195,1337,1325,1500,1434,1500,1459
162,176,307,316,484,512,661,708,661,751,838,945,1015,1130,1160,1285,1337,1445,1500,1489,1500,1489
159,179,303,334,476,515,649,684,649,708,822,855,995,1021,1139,1206,1312,1348,1500,1398,1500,1398
159,144,303,302,476,467,649,655,649,700,822,862,995,955,1139,1123,1312,1275,1500,1427,1500,1427
159,247,303,387,476,538,649,664,649,768,822,895,995,1091,1139,1218,1312,1365,1500,1434,1500,1434
353,335,672,614,1056,1048,1440,1629,1440,1754,1824,2010,2208,2325,2527,2685,2911,2971,3300,3158,3300,3158
353,310,672,614,1056,1071,1440,1408,1440,1628,1824,1916,2208,2200,2527,2700,2911,3101,3300,3400,3300,3158
113,88,215,251,338,399,461,517,461,546,584,669,707,700,809,888,932,939,1000,1060,1000,1060
113,140,215,244,338,384,461,477,461,510,584,627,707,747,809,860,932,975,1000,1058,1000,1058
113,88,215,198,338,321,461,432,461,465,584,601,707,759,809,881,932,972,1000,1042,1000,1042
355,462,674,774,1052,1119,1430,1536,1430,1883,1808,1946,2186,2232,2505,2468,2883,2819,3200,2921,3200,2921
355,446,674,728,1052,1025,1430,1416,1430,1559,1808,1903,2186,2202,2505,2471,2883,2823,3200,3039,3200,3039
355,308,674,535,1052,1009,1430,1459,1430,1539,1808,1798,2186,2204,2505,2479,2883,2798,3200,2976,3200,2976
355,407,674,659,1052,1083,1430,1452,1430,1580,1808,1895,2186,2197,2505,2482,2883,2877,3200,3020,3200,3021
81,83,153,173,241,256,329,322,329,343,417,450,505,512,577,600,665,692,750,750,750,750
81,82,153,153,241,231,329,319,329,340,417,400,505,509,577,577,665,675,750,730,750,730
81,81,153,150,241,244,329,331,329,355,417,431,505,514,577,580,665,675,750,719,750,730
45,41,86,76,135,111,184,215,184,231,233,268,282,321,323,363,372,398,400,429,400,429
45,34,86,82,135,127,184,183,184,200,233,238,282,321,323,337,372,393,400,410,400,410
108,87,205,214,322,362,439,544,439,550,556,729,673,877,770,894,887,1012,1000,1204,1000,1204
108,104,205,213,322,329,439,447,439,464,556,573,673,690,770,859,887,923,1000,1046,1000,1046
108,111,205,209,322,356,439,477,439,496,556,626,673,748,770,847,887,1012,1000,1106,1000,1106
